ids,users,label_count,labels,claim_id,claim,deleted,created
"185,326","39,41",2,"NOT ENOUGH INFO,REFUTES",292,V Poděbradech se rekonstruuje radnice.,"0","1606584807,1606909959"
"75,5056","44,140",2,"REFUTES,NOT ENOUGH INFO",293,V Poděbradech se staví nové nákupní centrum.,"0","1606381399,1616868023"
5616,137,1,NOT ENOUGH INFO,294,V Poděbradech se rekonstruuje historická budova.,"0",1616962113
6500,110,1,REFUTES,295,Rekonstrukce vlakového nádraží v Poděbradech neproběhla.,"0",1617891225
"595,748","21,69",2,"SUPPORTS,SUPPORTS",296,Na rekonstrukci vlakového nádraží v Poděbradech bude potřeba celkem 12 milionů korun.,"0","1607077913,1607246964"
6038,171,1,SUPPORTS,298,Rekonstrukce vlakového nádraží ve středních Čechách bude stát 12 milionů korun.,"0",1617202243
"77,393","44,22",2,SUPPORTS,299,"V Poděbradech proběhne rekonstrukce vlakového nádraží, informoval mluvčí Českých drah Petr Štáhlavský.","0","1606382975,1606936305"
6397,110,1,NOT ENOUGH INFO,300,"V Poděbradech proběhne rekonstrukce vlakového nádraží, informoval mluvčí Arrivy Adam Novák.","0",1617829812
"1332,3891","29,146",2,"REFUTES,REFUTES",301,"V Poděbradech proběhne rekonstrukce vlakového nádraží, informoval mluvčí Hradu Jiří Ovčáček.","0","1607421350,1616452481"
479,49,1,REFUTES,302,"V Poděbradech proběhne rekonstrukce vlakového nádraží, informoval zaměstnanec české vlakové společnosti.","0",1607010413
"211,258,269,404,523","46,71,53,55,56",5,"NOT ENOUGH INFO,REFUTES,NOT ENOUGH INFO,REFUTES,REFUTES",303,"Rekonstrukce vlakového nádraží v Praze zahrnuje opravu fasády, střechy, interiéru i okolí budovy.","0","1606644583,1606670426,1606770872,1606947612,1607015881"
"88,209,485","63,46,49",3,"SUPPORTS,SUPPORTS,SUPPORTS",319,Demokrat Barney Frank vyjádřil souhlas se zrušením hypotečních agentur Fannie Mae a Freddie Mac.,"0","1606386185,1606644384,1607010932"
5380,142,1,NOT ENOUGH INFO,320,Demokrat Bill Clinton je pro zrušení hypotečních agentur Fannie Mae a Freddie Mac.,"0",1616955842
"97,458,1200","63,38,33",3,"REFUTES,REFUTES,NOT ENOUGH INFO",321,Republikán Ted Cruz je pro zrušení hypotečních agentur Fannie Mae a Freddie Mac.,"0","1606386906,1607001205,1607395629"
1518,48,1,REFUTES,322,"Demokrat Barney Frank nechce, aby byly zrušeny hypoteční agentury Fannie Mae a Freddie Mac.","0",1607449268
"603,3071","21,90",2,"SUPPORTS,SUPPORTS",325,V hlavním městě Španělska zemřel kubánský disident Chepe.,"0","1607078623,1616050020"
"86,611","63,21",2,"REFUTES,REFUTES",326,V Havaně zemřel kubánský disident Chepe.,"0","1606384637,1607079090"
"83,109,364,839","63,44,64,62",4,"NOT ENOUGH INFO,REFUTES,NOT ENOUGH INFO,REFUTES",327,Před Louvrem stojí kubánský disident Chepe.,"0","1606384558,1606388439,1606933021,1607346699"
"569,1644","65,23",2,"SUPPORTS,SUPPORTS",328,V hlavním městě evropské země zemřel kubánský disident Chepe.,"0","1607025048,1607712795"
635,69,1,SUPPORTS,329,Podle ochránců lidských práv na Kubě Castro podlehl onemocnění jater.,"0",1607160238
6291,110,1,REFUTES,330,Podle španělského ministra zahraničí Chepe podlehl následkům střelných zranění.,"0",1617806746
"256,385,426","71,22,58",3,"REFUTES,REFUTES,REFUTES",331,Obránci lidských práv na Kubě vyloučili onemocnění jater jako příčinu Chepeho smrti.,"0","1606670371,1606935370,1606985429"
"173,1647","59,23",2,"SUPPORTS,SUPPORTS",333,V hlavním městě Chile narušili mírový pochod demonstranti.,"0","1606413746,1607712881"
84,63,1,NOT ENOUGH INFO,334,V Indonésii lidé demonstrovali při mírovém pochodu.,"0",1606384606
"81,313,483","63,41,49",3,"SUPPORTS,SUPPORTS,SUPPORTS",335,V Santiagu de Chile lidé demonstrovali při mírovém pochodu.,"0","1606384435,1606909600,1607010752"
"85,5375","63,128",2,"SUPPORTS,SUPPORTS",336,V jihoamerickém státě lidé demonstrovali při mírovém pochodu.,"0","1606384618,1616955397"
1473,70,1,REFUTES,337,Mírový pochod v Chile proběhl bez demonstrací.,"0",1607447520
5474,153,1,NOT ENOUGH INFO,340,Rumunský prezident Miloš Zeman vyzval k bojkotu nizozemské zeleniny.,"0",1616959852
241,67,1,REFUTES,341,Britský premiér Boris Johnson vyzval k bojkotu nizozemské zeleniny.,"0",1606664169
"152,527","71,56",2,"SUPPORTS,SUPPORTS",343,Irácký premiér Ajád Aláví chce obhájit svůj mandát.,"0","1606409646,1607016068"
413,55,1,SUPPORTS,344,Irácký premiér Ajád Aláví již nechce dále vykonávat svou funkci.,"0",1606948318
"119,335","59,10",2,"SUPPORTS,SUPPORTS",348,"Slovenský prezident apeloval na maďarskou hlavu státu, aby nejela v den výročí okupace vojsky Varšavské smlouvy na Slovensko.","0","1606399215,1606914981"
"138,1380","59,66",2,"NOT ENOUGH INFO,SUPPORTS",349,"Slovenský prezident vyzval ruského prezidenta, aby v den výročí vpádu vojsk Varšavské smlouvy nenavštěvoval Slovensko.","0","1606400023,1607424582"
"139,321,1376","59,41,47",3,"REFUTES,REFUTES,SUPPORTS",350,"Slovenský prezident vyzval svůj maďarský protějšek, aby šel v den výročí vpádu vojsk Varšavské smlouvy uctít památku obětí.","0","1606400043,1606909834,1607423958"
"131,329,466,714,1331","59,10,49,9,29",5,"SUPPORTS,SUPPORTS,SUPPORTS,REFUTES,SUPPORTS",351,"Slovenský prezident vyzval svůj maďarský protějšek, aby v den výročí vpádu vojsk Varšavské smlouvy nejezdil do Bratislavy.","0","1606399839,1606913908,1607007937,1607203002,1607421322"
137,59,1,SUPPORTS,352,"Slovenský prezident vyzval svůj maďarský protějšek, aby v den významného výročí nenavštěvoval okupované země.","0",1606400005
"135,4587","59,148",2,"REFUTES,SUPPORTS",353,Slovenský prezident nemluvil se svým maďarským protějškem.,"0","1606399973,1616773091"
"136,894,1085","59,72,30",3,"SUPPORTS,SUPPORTS,SUPPORTS",357,Polský premiér a prezident jsou zastánci umístění americké protiraketové základny na území Polska.,"0","1606399988,1607356610,1607376404"
"123,848","59,62",2,"REFUTES,REFUTES",358,Polský premiér a prezident podporují vybudování britského skladu vojenské techniky na území Polska.,"0","1606399565,1607347350"
"125,151,383","59,71,22",3,"NOT ENOUGH INFO,REFUTES,REFUTES",359,Polský premiér a prezident podporují zákon proti týrání zvířat.,"0","1606399645,1606409568,1606935235"
"132,691","59,14",2,"SUPPORTS,SUPPORTS",360,Polský premiér a prezident podporují umístění deseti amerických protiraketových střel na území Polska.,"0","1606399859,1607201104"
"124,237","59,67",2,"SUPPORTS,SUPPORTS",361,Polský premiér a prezident souhlasí s americkými vojenskými aktivitami na území Polska.,"0","1606399594,1606663587"
121,59,1,,362,Polský premiér ani prezident nerozhodují o vybudování americké protiraketové základny na území Polska.,"0",1606399312
"134,306,1346","59,10,32",3,"SUPPORTS,SUPPORTS,SUPPORTS",363,Umístění americké protiraketové základny v Polsku odmítá většina Poláků.,"0","1606399926,1606907622,1607422609"
"133,923","59,60",2,"NOT ENOUGH INFO,REFUTES",364,Umístění americké špionážní skupiny v Polsku odmítá většina obyvatel země.,"0","1606399885,1607358912"
"130,207","59,46",2,"SUPPORTS,NOT ENOUGH INFO",365,Umístění americké protiraketové základny v Polsku odmítá většina Čechů.,"0","1606399822,1606644231"
"129,1630","59,23",2,"SUPPORTS,SUPPORTS",366,Umístění americké protiraketové základny v Polsku odmítá 56 % Poláků.,"0","1606399797,1607712201"
"140,317,363,942","59,41,64,37",4,"NOT ENOUGH INFO,REFUTES,NOT ENOUGH INFO,NOT ENOUGH INFO",367,Umístění americké protiraketové základny v Polsku odmítá většina Evropanů.,"0","1606400055,1606909735,1606932875,1607367580"
"128,280,304,761","59,50,10,13",4,"SUPPORTS,SUPPORTS,SUPPORTS,SUPPORTS",368,Umístění americké protiraketové základny v Polsku vítá menšina obyvatel země.,"0","1606399769,1606860231,1606907501,1607263288"
"126,517","59,56",2,"SUPPORTS,SUPPORTS",371,Přehlídka České divadlo pokračovala v hlavním městě hostováním sboru z Mladé Boleslavi.,"0","1606399726,1607015707"
"127,439,1108","59,58,61",3,"REFUTES,REFUTES,REFUTES",372,Přehlídka České divadlo pokračovala v Praze hostováním divadla z Olomouce.,"0","1606399738,1606986116,1607380494"
"122,813,888","59,28,27",3,"REFUTES,REFUTES,REFUTES",373,Přehlídka České divadlo pokračovala v Praze soutěží o nejlepší němé představení.,"0","1606399515,1607292503,1607355522"
"141,409,1472","59,55,70",3,"SUPPORTS,SUPPORTS,SUPPORTS",374,Přehlídka České divadlo pokračovala v Praze hostováním Městského divadla z Mladé Boleslavi.,"0","1606400065,1606948065,1607447476"
"142,1390,1685","59,66,108",3,"SUPPORTS,SUPPORTS,SUPPORTS",375,Přehlídka českých regionálních divadel pokračovala v Praze hostováním mimopražských divadel.,"0","1606400101,1607425702,1615330695"
"120,397,1543","59,22,20",3,"REFUTES,REFUTES,REFUTES",376,Přehlídka České divadlo skončila.,"0","1606399281,1606936614,1607451559"
148,71,1,SUPPORTS,377,Petr Bódy chce být vítězem voleb.,"0",1606408330
283,50,1,NOT ENOUGH INFO,378,Andrej Babiš kandiduje ve volbách.,"0",1606861303
"146,564","71,65",2,"REFUTES,NOT ENOUGH INFO",379,Petr Bódy uspořádal dobročinnou sbírku.,"0","1606408154,1607024210"
"150,4659","71,123",2,"REFUTES,REFUTES",380,Petr Bódy vynechá kandidaturu ve volbách.,"0","1606409360,1616776085"
"149,396","71,22",2,"SUPPORTS,SUPPORTS",383,V jihomoravské obci si připomněli bitvu z druhé světové války.,"0","1606409305,1606936561"
"147,199,1573","71,46,43",3,"REFUTES,NOT ENOUGH INFO,NOT ENOUGH INFO",384,V Opatově proběhla rekonstrukce bitvy z první světové války.,"0","1606408250,1606643065,1607454158"
202,46,1,NOT ENOUGH INFO,385,V Ořechově se konalo slavnostní otevření divadla.,"0",1606643711
4692,129,1,SUPPORTS,386,V Jihomoravském kraji proběhla rekonstrukce bitvy z druhé světové války.,"0",1616790271
785,19,1,REFUTES,387,Ořechov při rekonstrukci válečných bitev opomněl bitvu z 24. dubna 1945.,"0",1607282782
6484,110,1,SUPPORTS,391,Energo-PRO plánuje koupit 13 bulharských elektráren.,"0",1617890244
1352,32,1,SUPPORTS,392,Česká skupina Energo-PRO chce získat třináct elektráren v Rumunsku.,"0",1607422789
"1354,3146","32,161",2,"REFUTES,SUPPORTS",393,Česká skupina Energo-PRO chce získat třináct elektráren v bulharské Sofii.,"0","1607422871,1616075366"
"499,752","56,69",2,"SUPPORTS,SUPPORTS",394,Česká skupina Energo-PRO chce koupit elektrárny v Evropě.,"0","1607015162,1607247388"
"245,506","67,56",2,"SUPPORTS,REFUTES",395,Česká skupina Energo-PRO při nákupu elektráren v Evropě nebude obchodovat s Bulharskem.,"0","1606664420,1607015435"
289,50,1,SUPPORTS,399,Předseda Evropské rady Donald Tusk navrhl dohodu redefinující vztah Británie a Evropské unie.,"0",1606861772
5522,114,1,SUPPORTS,400,"Předseda Evropské rady Donald Tusk zveřejnil návrh dohody, která by měla redefinovat vztah Německa a Evropské unie.","0",1616960727
323,41,1,REFUTES,401,Předseda Evropské rady Donald Tusk zveřejnil příspěvěk na Facebooku.,"0",1606909910
6323,110,1,NOT ENOUGH INFO,402,"Předseda Evropské rady Donald Tusk zveřejnil nadějný návrh dohody, která by konečně měla redefinovat vztah Británie a Evropské unie.","0",1617808659
"1394,5622","66,160",2,"SUPPORTS,SUPPORTS",403,"Předseda Evropské rady Donald Tusk zveřejnil návrh dohody, která by měla redefinovat vztah s Británií.","0","1607426494,1616962244"
"265,1372","71,66",2,"REFUTES,REFUTES",404,"Předseda Evropské rady Donald Tusk stále odmítná zveřejnit návrh dohody, která by měla redefinovat vztah Británie a Evropské unie.","0","1606671851,1607423873"
"518,3077","56,90",2,"SUPPORTS,SUPPORTS",408,Několik stran v čele s Lidovci volá po odvolání Tomia Okamury z pozice místopředsedy Sněmovny.,"0","1607015739,1616050364"
"412,1202","55,33",2,"SUPPORTS,NOT ENOUGH INFO",409,Také někteří zástupci ČSSD volají po odvolání Tomia Okamury z pozice místopředsedy Sněmovny.,"0","1606948241,1607395767"
"442,1070","58,30",2,"SUPPORTS,SUPPORTS",410,Nejen Lidovci volají po odvolání Tomia Okamury z pozice místopředsedy Sněmovny.,"0","1606986189,1607375844"
6158,136,1,SUPPORTS,411,Sněmovnou rezonuje volání pod odvolání Tomia Okamury z pozice místopředsedy.,"0",1617217081
"242,416,468,628","67,55,49,16",4,"REFUTES,SUPPORTS,REFUTES,REFUTES",412,Nikdo nepožaduje odvolání Tomia Okamury z pozice místopředsedy.,"0","1606664211,1606948525,1607008244,1607136701"
763,13,1,SUPPORTS,413,Předseda SPD Tomio Okamura se stal terčem kritiky za výroky o protektorátním koncentračním táboře v Letech u Písku.,"0",1607263318
"1152,1374","57,66",2,REFUTES,414,Předseda ODS Petr Fiala je kritizován za výroky o protektorátním koncentračním táboře v Letech u Písku.,"0","1607386323,1607423942"
252,71,1,SUPPORTS,415,Předseda SPD Tomio Okamura je kritizován za výroky na adresu romské komunity.,"0",1606669887
1485,70,1,SUPPORTS,416,Předseda SPD Tomio Okamura je kritizován za nemístné výroky.,"0",1607447983
236,67,1,,417,Na výroky předsedy SPD Tomia Okamury o protektorátním koncentračním táboře v Letech u Písku překvapivě nikdo nereagoval.,"0",1606663549
"436,1395","58,66",2,"SUPPORTS,SUPPORTS",418,Tomio Okamura považuje kritiku za součást kampaně vedené proti němu s cílem zabránit přímé i nepřímé účasti SPD na sestavování vlády.,"0","1606986031,1607426755"
"195,196,914,1287","39,39,72,32",4,"REFUTES,REFUTES,REFUTES,REFUTES",419,Andrej Babiš obviňuje své kritiky ze spoluúčasti na kampani vedené s cílem zabránit přímé i nepřímé účasti SPD na sestavování vlády.,"0","1606585834,1606585914,1607357783,1607418404"
433,58,1,NOT ENOUGH INFO,420,Tomio Okamura obviňuje své kritiky z rasismu a xenofobie.,"0",1606985910
1296,24,1,SUPPORTS,427,Itálie byla v září svědkem přívalu stovek lidí z Tuniska.,"0",1607418712
180,39,1,NOT ENOUGH INFO,428,Do Itálie přišly z Egypta v září stovky lidí.,"0",1606584603
259,71,1,REFUTES,429,Tunisko vyslalo do Itálie stovky turistů.,"0",1606670639
"424,566","58,65",2,"SUPPORTS,SUPPORTS",430,Do Evropy přišly z Afriky v září stovky lidí.,"0","1606985331,1607024672"
6296,110,1,REFUTES,432,Velvyslanec Bergamini zastupuje Evropskou unii v Turecku.,"0",1617807044
"772,1000","13,42",2,"REFUTES,REFUTES",433,Velvyslanec EU v Saúdské Arábii je Patrice Bergamini.,"0","1607265456,1607372938"
1443,73,1,NOT ENOUGH INFO,434,Velvyslanec Bergamini odmítl zastupovat EU v Turecku.,"0",1607439283
6337,110,1,SUPPORTS,436,Kaloni se pomocí echolokace orientují spíše výjimečně.,"0",1617809352
"177,455,1299","39,38,32",3,"REFUTES,SUPPORTS,REFUTES",437,U netopýrů není echolokace běžná.,"0","1606584359,1607001100,1607418994"
"176,434","39,58",2,"REFUTES,REFUTES",439,Kaloni se pohybují pomocí echolokace.,"0","1606584303,1606985938"
225,46,1,SUPPORTS,441,Trest v nejnižší výši navrhoval Matula pro firmu Agrofert.,"0",1606645770
"226,765","46,13",2,"SUPPORTS,REFUTES",442,Nejmírnější pěněžitou újmu navrhoval Matula pro Agrofert.,"0","1606645788,1607265028"
"224,233,251,1427,1498","46,67,71,73,70",5,"REFUTES,REFUTES,REFUTES,REFUTES,REFUTES",443,Největší peněžitou odměnu navrhoval Matula pro Agrofert.,"0","1606645705,1606663189,1606669474,1607438088,1607448310"
"443,1127","58,40",2,"SUPPORTS,SUPPORTS",444,Pro Agrofert navrhoval Matula symbolický trest 100.000 korun.,"0","1606986218,1607383562"
"187,213","39,46",2,"REFUTES,NOT ENOUGH INFO",445,Matula navrhoval pěněžité tresty pro firmy v kauze manipulací se zakázkami České pošty.,"0","1606585074,1606645131"
6294,110,1,REFUTES,446,Pro Agrofert navrhoval Matula nejpřísnější trest.,"0",1617806957
3162,161,1,REFUTES,447,Za nevyváženou publicistiku média zaplatí vysokou pokutu.,"0",1616075758
"178,319,734,1604","39,41,9,17",4,"REFUTES,REFUTES,REFUTES,REFUTES",450,Senát je dolní komora Parlamentu České republiky.,"0","1606584484,1606909769,1607208746,1607512875"
"179,320,331,522,1126","39,41,10,56,40",5,"SUPPORTS,SUPPORTS,SUPPORTS,NOT ENOUGH INFO,SUPPORTS",451,Senát je komorou parlamentu.,"0","1606584557,1606909777,1606914202,1607015854,1607383511"
"219,415,1568","46,55,43",3,"SUPPORTS,SUPPORTS,SUPPORTS",453,V roce 2002 byl uveden do kin rekordní počet filmových pokračování z Hollywoodské produkce.,"0","1606645467,1606948474,1607453881"
"221,1292,1480","46,36,70",3,"NOT ENOUGH INFO,NOT ENOUGH INFO,SUPPORTS",454,V roce 2002 uvedla Hollywoodská studia největší počet seriálových pokračování.,"0","1606645597,1607418522,1607447757"
"222,238","46,67",2,"NOT ENOUGH INFO,SUPPORTS",455,V roce 2002 ztvárňovala Hollywoodská studia největší počet filmových pokračování.,"0","1606645646,1606663808"
"215,3066","46,90",2,"SUPPORTS,SUPPORTS",456,V roce 2002 uvedla Hollywoodská studia 15 filmových pokračování.,"0","1606645240,1616048994"
6360,110,1,SUPPORTS,457,V roce 2002 uvedla americká studia největší počet filmových pokračování.,"0",1617824742
519,56,1,REFUTES,458,V roce 2002 zamířilo do kin rekordně nejméně filmových pokračování z Hollywoodské produkce.,"0",1607015763
"216,300","46,25",2,"NOT ENOUGH INFO,NOT ENOUGH INFO",461,"Prvního referenda ve Slovenské republice se zúčastnilo 55,21 procenta voličů.","0","1606645265,1606905283"
5372,128,1,SUPPORTS,462,"Referenda o přistoupení země k Evropské unii se zúčastnilo 55,21 procenta voličů.","0",1616955313
214,46,1,SUPPORTS,463,Prvního referenda v České republice se zúčastnilo přes 50 procenta voličů.,"0",1606645188
"223,334","46,10",2,"REFUTES,REFUTES",464,"V prvním referendu v České republice nehlasovalo 55,21 procenta voličů.","0","1606645674,1606914898"
"229,328","46,41",2,"SUPPORTS,SUPPORTS",466,Česká republika se měla vypořádat s krizovou situací.,"0","1606646135,1606909992"
"218,325,389,1125","46,41,22,40",4,"NOT ENOUGH INFO,REFUTES,REFUTES,REFUTES",467,Česko mělo za úkol reagovat na projev německé kancléřky.,"0","1606645415,1606909939,1606935953,1607383420"
885,27,1,SUPPORTS,468,Státy NATO měly za úkol reagovat na krizovou situaci.,"0",1607354658
"220,1072","46,30",2,"SUPPORTS,NOT ENOUGH INFO",469,Česko se mělo zdržet reakce na krizovou situaci.,"0","1606645535,1607375929"
"217,277","46,50",2,SUPPORTS,471,Lékaři v Německu vyšli 18. ledna do ulic.,"0","1606645305,1606859891"
"228,1135,1403","46,40,11",3,"REFUTES,REFUTES,REFUTES",472,V Německu 18. ledna demonstrovali studenti.,"0","1606646102,1607383942,1607430430"
227,46,1,SUPPORTS,473,V Německu 18. ledna demonstrovali praktičtí lékaři.,"0",1606646072
1006,47,1,SUPPORTS,476,Iráčané jsou podle Saddáma Husajna ve střehu před americký útokem.,"0",1607373026
"367,478,609","64,49,21",3,"SUPPORTS,SUPPORTS,REFUTES",479,"Saddám Husajn řekl, že Iráčané jsou připraveni bránit se útoku americké armády.","0","1606933311,1607009666,1607079046"
